,Marea,,,N%,,,C%,,,ADF%,,,ADL%,,,Cellulose%,,,_15N,,
Wave.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.
Intercept,116.849,125.063,41.520,1.612,1.162,0.342,59.220,58.980,3.293,59.108,59.547,4.280,35.437,36.527,3.734,25.957,25.905,2.377,-11.283,-11.154,1.466
743,18.196,18.198,2.754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
744,14.399,14.430,2.681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
745,10.541,10.602,2.612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
746,6.824,6.911,2.550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
747,3.150,3.258,2.496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
748,-0.452,-0.324,2.469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
749,-3.935,-3.786,2.469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
750,-7.231,-7.065,2.481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
751,-10.403,-10.221,2.528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
752,-13.371,-13.173,2.599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
753,-16.048,-15.838,2.677,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
754,-18.631,-18.410,2.776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
755,-20.949,-20.719,2.880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
756,-22.901,-22.663,2.975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
757,-24.651,-24.408,3.064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
758,-26.128,-25.881,3.139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
759,-27.265,-27.018,3.195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
760,-27.997,-27.750,3.235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
761,-28.328,-28.085,3.247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
762,-28.361,-28.124,3.230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
763,-28.210,-27.982,3.186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
764,-27.738,-27.518,3.120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
765,-26.931,-26.721,3.031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
766,-25.855,-25.654,2.923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767,-24.755,-24.564,2.814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
768,-23.470,-23.289,2.694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
769,-21.991,-21.821,2.564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
770,-20.497,-20.337,2.441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
771,-18.928,-18.776,2.332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
772,-17.303,-17.159,2.237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
773,-15.682,-15.549,2.154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
774,-14.199,-14.074,2.083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
775,-12.766,-12.648,2.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
776,-11.357,-11.245,1.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
777,-10.295,-10.189,1.951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
778,-9.324,-9.224,1.931,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
779,-8.365,-8.268,1.920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
780,-7.615,-7.518,1.907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
781,-6.748,-6.655,1.897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
782,-5.918,-5.831,1.886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
783,-5.481,-5.396,1.867,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
784,-4.997,-4.913,1.853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
785,-4.496,-4.413,1.840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
786,-4.086,-4.005,1.823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
787,-3.829,-3.748,1.798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
788,-3.631,-3.551,1.773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
789,-3.471,-3.393,1.751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
790,-3.471,-3.392,1.732,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
791,-3.371,-3.291,1.706,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
792,-3.224,-3.144,1.675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
793,-3.236,-3.159,1.649,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
794,-3.185,-3.108,1.621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
795,-3.104,-3.026,1.599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
796,-3.071,-2.992,1.590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
797,-3.122,-3.042,1.568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
798,-3.077,-3.001,1.544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
799,-2.924,-2.855,1.525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
800,-2.966,-2.894,1.508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
801,-3.076,-3.002,1.496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
802,-3.146,-3.074,1.486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
803,-3.069,-3.000,1.474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
804,-3.083,-3.014,1.463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
805,-3.144,-3.075,1.455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
806,-3.156,-3.087,1.454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
807,-3.081,-3.014,1.457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
808,-2.970,-2.904,1.457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
809,-2.841,-2.776,1.455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
810,-2.635,-2.574,1.461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
811,-2.524,-2.465,1.458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
812,-2.478,-2.420,1.449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
813,-2.359,-2.306,1.447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
814,-2.284,-2.236,1.447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
815,-2.233,-2.188,1.451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
816,-2.156,-2.114,1.460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
817,-2.034,-1.994,1.458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
818,-1.850,-1.816,1.458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
819,-1.625,-1.596,1.462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
820,-1.442,-1.416,1.446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
821,-1.195,-1.172,1.438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
822,-0.926,-0.908,1.439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
823,-0.751,-0.734,1.434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
824,-0.628,-0.615,1.428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
825,-0.407,-0.400,1.424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
826,-0.009,-0.009,1.417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
827,0.292,0.290,1.407,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
828,0.485,0.478,1.394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
829,0.669,0.654,1.381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
830,1.132,1.112,1.376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
831,1.458,1.434,1.371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
832,1.635,1.607,1.364,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
833,1.842,1.807,1.356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
834,2.121,2.079,1.348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
835,2.419,2.373,1.341,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
836,2.671,2.622,1.334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
837,2.836,2.784,1.326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
838,3.073,3.018,1.319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
839,3.392,3.333,1.311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
840,3.601,3.539,1.295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
841,3.739,3.673,1.284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
842,3.880,3.809,1.281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
843,4.115,4.036,1.280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
844,4.385,4.302,1.275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
845,4.593,4.507,1.267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
846,4.721,4.629,1.260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
847,4.990,4.894,1.259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
848,5.196,5.096,1.255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
849,5.274,5.170,1.246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
850,5.295,5.183,1.244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
851,5.384,5.267,1.243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
852,5.439,5.320,1.243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
853,5.334,5.217,1.240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
854,5.438,5.319,1.234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
855,5.598,5.476,1.230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
856,5.682,5.558,1.231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
857,5.739,5.611,1.231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
858,5.704,5.575,1.231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
859,5.568,5.438,1.232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
860,5.376,5.241,1.237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
861,5.515,5.377,1.238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
862,5.664,5.523,1.236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
863,5.462,5.312,1.235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
864,5.414,5.263,1.237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
865,5.425,5.275,1.239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
866,5.369,5.217,1.237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
867,5.084,4.930,1.238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
868,4.843,4.686,1.248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
869,4.695,4.535,1.256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
870,4.555,4.396,1.248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
871,4.183,4.026,1.248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
872,3.835,3.678,1.255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
873,3.703,3.545,1.263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
874,3.376,3.221,1.263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
875,3.026,2.872,1.262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
876,2.738,2.581,1.266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
877,2.481,2.320,1.278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
878,2.230,2.070,1.284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
879,1.963,1.805,1.288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
880,1.673,1.510,1.302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
881,1.448,1.287,1.304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
882,1.262,1.102,1.301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
883,1.058,0.896,1.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
884,0.728,0.568,1.311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
885,0.424,0.264,1.322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
886,0.258,0.097,1.327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
887,0.307,0.151,1.324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
888,0.213,0.056,1.322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
889,0.112,-0.046,1.324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
890,0.195,0.039,1.329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
891,0.208,0.050,1.336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
892,0.362,0.201,1.338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
893,0.656,0.492,1.333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
894,0.661,0.497,1.332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
895,0.859,0.694,1.331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
896,1.208,1.043,1.333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
897,1.444,1.280,1.340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
898,1.629,1.465,1.329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
899,1.830,1.665,1.318,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
900,2.134,1.969,1.319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
901,2.702,2.539,1.309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
902,3.208,3.046,1.306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
903,3.545,3.382,1.310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
904,3.814,3.651,1.301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
905,4.099,3.937,1.302,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
906,4.524,4.361,1.310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
907,5.123,4.957,1.314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
908,5.429,5.265,1.313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
909,5.702,5.537,1.307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
910,6.029,5.859,1.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
911,6.075,5.906,1.309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
912,6.269,6.102,1.313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
913,6.584,6.417,1.308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
914,6.769,6.604,1.299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
915,6.796,6.628,1.298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
916,6.745,6.579,1.298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
917,6.684,6.527,1.295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
918,6.567,6.412,1.291,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
919,6.501,6.344,1.282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
920,6.424,6.267,1.271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
921,6.120,5.969,1.266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
922,5.850,5.708,1.269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
923,5.588,5.452,1.263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
924,5.296,5.161,1.235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
925,5.335,5.198,1.226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
926,5.209,5.076,1.215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
927,4.775,4.650,1.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
928,4.499,4.378,1.199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
929,4.253,4.133,1.193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
930,3.960,3.842,1.181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
931,3.559,3.445,1.166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
932,3.122,3.016,1.163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
933,2.809,2.710,1.155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
934,2.618,2.521,1.136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
935,2.119,2.027,1.129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
936,1.581,1.497,1.129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
937,1.163,1.085,1.136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
938,0.938,0.859,1.143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
939,0.444,0.367,1.153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
940,-0.123,-0.195,1.158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
941,-0.505,-0.573,1.147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
942,-0.796,-0.854,1.154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
943,-1.063,-1.111,1.149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
944,-1.373,-1.416,1.134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
945,-1.790,-1.835,1.152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
946,-2.082,-2.120,1.155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
947,-2.270,-2.300,1.154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
948,-2.483,-2.515,1.169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
949,-2.947,-2.973,1.169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
950,-3.300,-3.319,1.172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
951,-3.388,-3.402,1.184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
952,-3.466,-3.476,1.174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
953,-3.558,-3.569,1.173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
954,-3.714,-3.725,1.181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
955,-3.947,-3.948,1.180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
956,-3.859,-3.857,1.182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
957,-3.939,-3.939,1.181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
958,-4.334,-4.334,1.175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
959,-4.063,-4.056,1.170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
960,-3.844,-3.830,1.163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
961,-3.802,-3.786,1.155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
962,-3.709,-3.707,1.138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
963,-3.686,-3.682,1.129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
964,-3.556,-3.546,1.126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
965,-3.233,-3.225,1.121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
966,-3.090,-3.075,1.109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
967,-2.918,-2.903,1.103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
968,-2.647,-2.640,1.107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
969,-2.332,-2.322,1.093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
970,-1.837,-1.826,1.096,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
971,-1.381,-1.374,1.109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
972,-1.140,-1.140,1.120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
973,-0.693,-0.688,1.132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
974,-0.107,-0.104,1.147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
975,0.429,0.424,1.167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
976,0.584,0.583,1.190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
977,0.859,0.858,1.207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
978,1.270,1.263,1.235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
979,1.712,1.700,1.283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
980,2.365,2.360,1.306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
981,2.926,2.919,1.327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
982,3.241,3.222,1.361,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
983,3.399,3.398,1.427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
984,3.843,3.840,1.457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
985,4.190,4.178,1.460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
986,3.898,3.896,1.479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
987,3.881,3.888,1.529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
988,4.289,4.297,1.555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
989,4.849,4.852,1.542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
990,4.545,4.555,1.566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
991,4.644,4.653,1.604,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
992,4.903,4.907,1.632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
993,4.538,4.550,1.631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
994,4.563,4.571,1.630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
995,4.846,4.851,1.649,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
996,5.062,5.079,1.671,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
997,4.724,4.745,1.673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
998,4.589,4.610,1.673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999,4.381,4.399,1.688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1000,3.488,3.513,1.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1001,2.925,2.956,1.714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1002,2.686,2.724,1.715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1003,2.260,2.300,1.689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1004,1.572,1.620,1.659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1005,1.335,1.387,1.642,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1006,1.135,1.188,1.639,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1007,1.221,1.277,1.632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1008,1.822,1.889,1.647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1009,2.031,2.099,1.631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1010,2.395,2.456,1.589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1011,2.322,2.377,1.561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1012,1.900,1.940,1.532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
